CHILDID,X4PRNCON,X4PRNSOC,X4PRNSAD,X4PRNIMP,X4TCHCON,X4TCHPER,X4TCHEXT,X4TCHINT
10000537,3.4,3.67,1.25,1,3.75,3.8,1.17,1.25
10000538,2.6,3,1.25,1.5,2.5,2.8,2.17,2.25
10000539, , , , ,3.5,3.6,1.33,1
10000540,2.8,2.67, ,2.5, , , , 
10000541,3,3.67,1.5,2,3.75,3.4,1.17,1
10000542, , , , , , , , 
10000543, , , , ,2.5,2,2.5,2.25
10000544,3.2,4,1.25,1.5,4,4,1.5,1
10000545, , , , , , , , 
10000546,3.6,3.67,1.25,1,3.33,3.25,1.5,1.75
10000547, , , , , , , , 
10000548,3.2,3.33,1.25,1,3,2.4,2.17,1.25
10000549, , , , , , , , 
10000550, , , , , , , , 
10000551,3,3.33,1.25,2,3.25, ,1.5,1.25
10000552,2.2,2,2,1.5,2,2.2,2.83,3
10000553, , , , ,3,3.2,2,1.75
10000554,2.2,4,1.25,1,3.5,4,1,3.5
10000555,3.6,4,1.25,1.5,3.5,3.8,1.17,1.25
10000556, , , , ,4,4,1,1
10000557, , , , ,3.5,2.6,2.17,1
10000558,2.8,3.67, , ,4,4,1.67,2
10000559,3.2,3.33,1.25,2,4,2.8,1.17,1
10000560, , , , , , , , 
10000561,2.2,3.67,1.75,4,2.25,2.8,2.67,2
10000562,4,2.33,2,1,3.5,3.6,1.67,2.5
10000563, , , , ,3.5,3.2,1.67,1.75
10000564,3.4,3.67,1.25,2, , , , 
10000565, , , , , , , , 
10000566, , , , ,4,4,1.5,1.25
10000567, , , , , , , , 
10000568, , , , ,2.67,2.4,2,1.75
10000569,2.8,3.67,1.5,2,3.75,3.8,1,1.25
10000570,2.8,3.33,1,1, , , , 
10000571,3.4,4,1,3,3.5,3.8,1.17,2
10000572, , , , , , , , 
10000573,3,3.67,1.75,2,2.75,2.4,2.67,2
10000574, , , , ,3.67,3.2,1.5,2
10000575,3,4,1.25,2,3.75,2.2,1.4,1.25
10000576,3.4,3.67,1.25,2,3.5,3.4,1.17,1.75
10000577, , , , ,4,3.4,1,1.25
10000578,2.8,3.33,1.25,2,2,3.25,3.5,1.5
10000579,2.6,4,1.5,2,3,2.4,1.5,1.25
10000580, , , , , , , , 
10000581,2.6,2.67,1.25,1.5,3.67,4,1.17,1.5
10000582,3.4,4,1.5,1,4,4,1,1.25
10000583,3.8,3.33,1,1.5,3.75,3.4,1.17,1.5
10000584, , , , , , , , 
10000585,3,4,1.5,1.5,3,2.8,2.17,2
10000586, ,4, , ,2.5,3.2,2.67,1.25
10000587, , , , , , , , 
10000588,4,4,1,1,3.5,3.2,1.5,1
10000589,3.2,4,1.25,1.5,3.25,3.2,2,1.5
10000590, , , , , , , , 
10000591,1.6,3.33,2,3.5,2,1.8,2.67,2.25
10000592,2.8,3.67,1.75,2, , , , 
10000593,2.8,3.33,1.25,1,3.33,3.6,1.83,1.25
10000594,2.8,3.67,1.25,1,3.75,3.4,1,1
10000595,3,3.33,1,2,4,3.8,1.17,1.25
10000596,2.6,3.33,1.25,1.5,2.75,2.4,1,2
10000597,2.8,3.33,1.25,2,3.75,4,1.5,2.25
10000598, , , , , , , , 
10000599,3,3.33,1.25,1,4,3.6,1.17,1
10000600, , , , ,3.75,3.6,1.33,1.25
10000601,2.8,2.67,1.5,3,4,3.2,1.17,2.25
10000602,3.2,3.67,1.5,2.5,3.5,2.6,2.17,1.5
10000603, , , , ,4,4,1,1.25
10000604,3.6,2.33,1.33,1,3,3.4,1.5,1.75
10000605, , , , , , , , 
10000606,2.6,3.33,1.5,1.5,2.75,2.8,2.17,2.25
10000607,3.6,4,1,1,3.5,3.4,1,2.25
10000608, , , , ,2.25,2.4,2.33,1.5
10000609, , , , , , , , 
10000610, , , , , , , , 
10000611, , , , , ,4,1.8,1
10000612,3.4,3.33,1.33, ,2.25,2.6,1.83,1.25
10000613,3.4,4,1.5,1, , , , 
10000614, , , , , , , , 
10000615,2.2,2,2.25,1.5,3.75,3.5,1.67,1
10000616,3.8,4,1,1,3,3.5,1,1.33
10000617,3,3.67,2,2,3.5,3.8,1.33,1.25
10000618, , , , ,3.75,3.8,1,2
10000619,3,3.67,2,2,3.25,3.8,1.67,2
10000620, , , , ,2.25,2,2.17,1.75
10000621,3.2,3,1.5,2,3.5,3.6,1.17,1.25
10000622,3.4,3.33,1,1.5, , , , 
10000623,3,3.67,1.5,2,4,3.8,1.83,1.25
10000624,2.8,2.67,1.5,2.5,2,2.2,2.5,1.25
10000625, , , , ,3.25,3.2,1.33,2
10000626,3,3.67,2,2,3,3.2,1.5,1
10000627,3.2,3.33,1.75,1.5, , , , 
10000628, , , , , , , , 
10000629, , , , , , , , 
10000630,3.4,3.67,1,2.5,4,4,1.17,1.25
10000631, , , , ,4,4,1,1.25
10000632, , , , , , , , 
10000633, , , , , , , , 
10000634,3.6,3.33,1.5,1,4,3.6,1.33,1.25
10000635, , , , , , , , 
10000636,3.4,3.33,1.5,2, , , , 
10000637, , , , ,3.67,4,1.67,1.5
10000638,4,4,1.5,3,4,4,2.67,1.5
10000639,3.4,3.67,1.75,1.5, , , , 
10000640,2.8,4,1.5,2,3.25,3.4,1,1.5
10000641,3.4,3.33,1.25,1.5,2.5,2,1.83,1.75
10000642,3.8,3.33,1.25,2,3,3,2.17,1
10000643,3,4,1.25,2,4,4,2,1.75
10000644,3.6,4,2,1.5,3,3.6,1.5,2
10000645,3.2,3.67,1.25,1.5,3.67,2.4,1.5,3
10000646,2.4,3,1,2, , , , 
10000647,3,4,1.5,2,2,2,3.5,2.25
10000648,3.4,4,1.25,1.5,3.75,4,1,1.25
10000649,3.2,4,1.25,1, , , , 
10000650,3.2,3.67,1.25,3.5,2,2,2.33,2
10000651,3.4,3.33,1,1,3.25,3.6,1.67,1.25
10000652, , , , , , , , 
10000653,2.8,3.33,1.25,1.5,3.25,4,1.17,1.5
10000654,2.2,2.33,2,2.5, , , , 
10000655,2.4,3,1,1.5,3.75,4,1.33,1
10000656,3,3.33,1.25,1.5,3.5,3.4,1.33,1.25
10000657, , , , ,3.33,2.4,1.17, 
10000658, , , , , , , , 
10000659,2.8,4,1,2, , , , 
10000660,2.8,4,1.5,2, , , , 
10000661,2.8,3.33,1.25,1.5,3.25,3.2,2,2
10000662,2.8,2.33,1.75,2,3.75,3.8,1,3.25
10000663,3,2.67,1.5,2.5,3,2.6,2.17,1.5
10000664,3.2,1.67,1.25,3,2.33,2.6,2.33,1.33
10000665,3,4,1.25,1,3.75,3.4,1.17,3.5
10000666,3,2.33,1.75,2,4,3.8,1.17,1.25
10000667, , , , , , , , 
10000668,3.6,3.33,1,1,3.5,2.2,1,2.25
10000669,3.4,4,1.5,1.5,2.25,2.4,2.5,1
10000670, , , , ,3.25,3.2,2.33,1.5
10000671,2.8,2.67,1.5,1,4,4,1.5,1.33
10000672, , , , , , , , 
10000673,3.6,2.33,1,2.5,3.33,2.5,1.83,1.75
10000674, , , , , , , , 
10000675, , , , ,2.25,2.8,2.5,1.25
10000676,3.2,4,1.75,2.5,2.25,3.4,2.33,1
10000677, , , , , , , , 
10000678, , , , , , , , 
10000679,2.8,3.67,1.5,2.5,3.5,3.6,1.83,1.67
10000680,2.8,2.67,1.5,1.5,4,3.6,1,1
10000681,3,3,2.75,2.5,2.25,2.4,2.17,2.5
10000682,1.8,2,1,1.5,3.25,3.2,1,1
10000683, , , , ,3.5,2.8,1.83,1
10000684,2.4,3.33,1.5,1.5,4,3.25,1.17,2
10000685, , , , , , , , 
10000686,3,4,1.5,1.5,3.5,3.2,1.33,2
10000687,3.2,4,1.25,1.5,3,3,1.33,1.25
10000688,2.6,3.67,1.75,1.5, , , , 
10000689,3,3.33,2,2,3.75,4,1.67,1.25
10000690,2.8,3.33,1.5,1.5,3.25,3.2,1.67,1.75
10000691,2.8,3.33,1.25,2,2.75,3.2,1.5,1.5
10000692,4,4,1,3,3.25,3.2,1.67,1
10000693, , , , , , , , 
10000694, , , , ,1.25,1.6,4,2.5
10000695,2.2,1.33,2.5,2, , , , 
10000696,3.2,4,1.5,1,3.5,3.2,1.17,1.5
10000697,3.6,2.67,2.25,4,3.25,3.4,1.67,2.25
10000698,3.6,4,1.5,1,3.25,3.5,1.17,1
10000699,2,3.33,1.25,3, , , , 
10000700, , , , , , , , 
10000701,2.8,3,2,2,3,2.6,1.83,1.5
10000702,3.2,4,2,2,2.25,2.2,2,1.5
10000703,3.4,3.33,1.5,2,2.67,2.8,2,2
10000704, , , , , , , , 
10000705, , , , , , , , 
10000706, , , , , , , , 
10000707,3.2,3.33,1.25,1.5,3.5,3,1.5,1.25
10000708, , , , , , , , 
10000709,3,3.33,1.5,1.5, , , , 
10000710,2.8,3.67,1.25,1.5,3.75,3.4,1,1.25
10000711, , , , ,2.75,2.6,1.83,2
10000712,3.8,4,1,1,4,4,1.17,1.25
10000713, , , , , , , , 
10000714,2.8,3,1.25,2,3.5,3.6,1.17,2
10000715,3,3.67,1.25,1.5,3,2.6,1.33,1
10000716,3.2,3,1,1,4,4,1.17,1.25
10000717,3.2,4,1.25,2.5,2.5,2.2,2.83,1.5
10000718,3.2,4,1.5,2,2.5,2,3.17,2.25
10000719,3.2,4,1.5,2,3.25,3,2.17,1
10000720,3.2,4,1.5,1.5, , , , 
10000721, , , , , , , , 
10000722,3.2,4,1,2.5,4,4,1,1
10000723,3.2,4,1.5,1.5,2.5,2.8,2.33,2.25
10000724,3,4,1.25,1.5,2,2.2,1,1.25
10000725, , , , , , , , 
10000726,3,4,1.5,2,3,2.2,1.83,1.75
10000727,2.8,4,1.25,2,3,3.2,1.67,1.5
10000728, , , , , , , , 
10000729,2.4,4,2,2.5,3.75,3.6,1.33,1.25
10000730, , , , ,4,4,1,1.25
10000731,3.4,3.67,1.25,3.5,3.5,3.4,1.33,1.5
10000732,3.2,3.67,2.25,2,2.75,3,2.33,2
10000733,3.2,4,1.25,1.5,2.75,3.2,1.5,2.25
10000734,3.4,3.33,1,1.5,3.75,2.8,1,4
10000735, , , , ,3.25,3.2,2,1.75
10000736, , , , , , , , 
10000737,3.4,3.33,1.5,1.5,3.75,2.8,1.17,1.75
10000738, , , , , , , , 
10000739,4,2.67,1.25,1, , , , 
10000740,3.2,3.67,1.75,1.5,3.5,3.6,1.5,1.25
10000741,3.4,4,1.5,2,3.5,3.6,2,1
10000742,2.8,4,1.5,3,2.5,2.4,1.33,1.5
10000743,3.2,3.67,1.25,2,3.75,2.2,2.17,1
10000744,2.8,2.67,1.25,2.5,2.25,2.2,2.67,1.25
10000745, , , , ,2.5,3.2,3,1.5
10000746,2.8,3.33,2,3,3.25,3.2,2.33,2.5
10000747,3.4,3.33,1.25,1,4,4,1,1.25
10000748,2.6,3,1.25,2,3.75,3.4,1.67,1
10000749,2.6,3,1.5,2,2,1.8,2.67,1.25
10000750,3,4,1,2,4,3.8,1.83,1.25
10000751, , , , ,1.5,1.8,2,1.75
10000752,3,4,1,1.5,3.25,3.8,1.33,1
10000753, , , , , , , , 
10000754,3.8,3.67,1.75,2,3.5,3.8,1.33,1.25
10000755,2.8,3,1.5,2, , , , 
10000756,3,3.67,1,1,4,3.6,1,1
10000757,2.8,4,1.75,2,4,4,1,1.25
10000758,3.2,2.67,1.5,3,3.75,3.6,1.33,1.33
10000759,2.8,2.67,1.75,2,3,3,1.33,2
10000760,3.2,3.33,1.25,1.5, , , , 
10000761,3,4,1.25,1.5, , , , 
10000762, , , , , , , , 
10000763,2.8,4,1.25,1.5,4,4,1.17,1.25
10000764, , , , ,3,2.6,2,2
10000765,3.8,4,1,1, , , , 
10000766,4,4,1,1,3,3.4,2,1.25
10000767, , , , , , , , 
10000768,3.2,2.33,1.5,1,4,4,1,1
10000769, , , , ,2.75,2,2.33,1.5
10000770,3.6,3.33,1.5,2,2.5,2.8,2.67,2.25
10000771,2.6,2.67,1.25,2,3.75,3.6,2.67,1.75
10000772, , , , , , , , 
10000773,2.2,3,1.75,2,2.25,2.4,2.17,2
10000774, , , , ,4,3.6,1.17,1.25
10000775,2.4,4,2.25,2, , , , 
10000776,4,4,1.25,1,4,3.6,1,1.25
10000777, , , , , , , , 
10000778,3.6,3.33,2,2,3.5,3.4,1.67,1
10000779,2.8,3.33,2,3,2.5,2.6,3.33,1.5
10000780,3,3.67,1.5,1,3.5,3.6,1.33,1.5
10000781,2.8,3,1.5,2,4,4,1,1.25
10000782, , , , , , , , 
10000783, , , , ,3.75,4,1.5,1.75
10000784,3.6,3.33,1.5,1.5,4,3.6,1,1
10000785,2.8,3.33,1.5,2,2.5, ,1.5,1.33
10000786,2.6,3.67,1,1,2.5,2.8,2,2
10000787,3.6,4,1.25,1.5,3.5,3.2,1.5,1.75
10000788,1.2,2.67,2.25,3,2.67,2.6,1.5,2.75
10000789,3,2.67,1,2,3.75,3.4,1.33,1.75
10000790, , , , , , , , 
10000791,3,2.33,1,1.5,2.5,3.8,1.67,1.25
10000792,3.4,3.67,1.25,2,3.5,3.8,1.5,1.25
10000793,3.6,4,1.5,1.5,3.5,3.2,1.5,1
10000794,3.4,3,1,1.5,3.25,3.4,1.83,1
10000795,3.2,3,1,1,3.5,3.4,1.67,1.25
10000796,3.6,2.33,2,3.5,3,3.2,1.67,1.75
10000797,2.8,2.67,2.5,2,3,3,1.67,1
10000798,3.4,3.33,1.75,1,3,2.6,1.67,2
10000799,2.8,3,1.5,4,2.5,2.2,1.83,1.25
10000800, , , , , , , , 
10000801, , , , , , , , 
10000802, , , , , , , , 
10000803,3,3.33,1.75,2,3.25,4,1.67,1.5
10000804,2.6,3.33,1.25,2.5,3.75,3.6,1.17,1
10000805,1.8,4,2.25,2,4,3.8,1,2.25
10000806,2.6,3,1.75,2,3.25,3.2,1.6,2.25
10000807, , , , ,3.75,3,2,2.75
10000808, ,3,1,2,2,3.4,3.17,1.25
10000809, , , , ,1.67,1.6,3.67,1.5
10000810,3,4,1.5,1,3,2.2,1.5,2.25
10000811, , , , ,3.75,3.2,1.33,1.5
10000812,2,3.67,1.25,2,2.75,2,1.33,1
10000813,3.2,3.67,1.5,1.5,3.25,3.8,1.17,1.5
10000814,2.6,2.33,1.25,1, , , , 
10000815,3,3.67,1.25,2,3,2,1.83,2
10000816,3.2,3.33,1.5,1,2.33,1.8,2.67,2.75
10000817,3.6,3.67,1.25,1,4,4,1,3.25
10000818,2.8,4,1.75,2, , , , 
10000819,3.6,4,1.25,1.5,3,2.75,1.83,2.5
10000820,2.6,3,1.75,3,2.25,2.5,3.33,3.25
10000821,3,2.33,1.25,2.5, , , , 
10000822, , , , ,3.25,2.6,2.2,1.25
10000823,2.8,3.67,1.25,1.5,3.5,3.6,1.33,1
10000824, , , , ,3,2.4,1.67,1.25
10000825,3.6,4,1.25,2.5,2,2.2,3.67,3.25
10000826,3.6,3,1.5,1.5,3.5,3.6,1.5,1.5
10000827, , , , , , , , 
10000828,2.6,4,3,2.5,3,2.6,2,2.5
10000829, , , , ,2.75,2.4,2.33,2
10000830, , , , , , , , 
10000831,3,4,1.5,1.5,3.75,4,1.33,1.25
10000832,3.4,4,1,3,2.5,3,2,2
10000833,3,4,1,2.5,3.5,3.2,1.8,2
10000834,3,3,1.5,1, , , , 
10000835,3.2,3.67,1.75,1,3.75,3,1,2
10000836, , , , ,4,4,1,1.25
10000837,3.6,3.33,1.25,1,3.75,3.4,1.33,1.25
10000838, , , , ,2.5,3,2,1.75
10000839,3.8,3.67,1.75,1.5,4,3.6,1.5,2.25
10000840, , , , , , , , 
10000841, , , , ,2,2,3.5,2.25
10000842, , , , ,3.5,2.8,2.17,1.25
10000843,3.4,3.67,1.5,1.5,2,2.4,1.33,1.75
10000844, , , , ,3,3.2,1.5,1.25
10000845,3.4,4,1.75,1.5,3.25,4,2.17,1
10000846,3,3.33,1.5,1.5, , , , 
10000847,3.4,3,1.25,1.5,2.75,3.6,1.67,1.5
10000848,2.6,2.67,1.75,2,3.75,3.6,1,2.25
10000849,3.4,2.67,2,1,2.75,2.2,2.67,1.75
10000850,3.2,3.67,1,1,4,4,1,1.25
10000851,3,2,2.75,3, , , , 
10000852,3.6,3.67,1.75,1.5,2.5,4,1.5,1
10000853,4,4,1.25,1, , , , 
10000854,3.2,4,1,3,2.75,2.4,2.67,2.5
10000855, , , , ,3.33,3.8,1.17,1
10000856,3,3.67,1,2.5,2.75,2.6,1.67,1.75
10000857,3.2,3.33,1.25,1.5,3,2.8,1.5,1.75
10000858, , , , ,2.75,2.25,2.33,1.5
10000859, , , , ,1.75,2,1.83,1.25
10000860,2.6,4,1.5,2.5,3,3,1.83,1.75
10000861,3.2,4,1.25,3,4,3.6,1.67,1.25
10000862,3.2,3,1.25,2,2.25,3.2,1.83,1
10000863,2.8,2.33,2,2,1.75,2,2.67,2.5
10000864,3.6,3.67,1.5, ,3.75,3.8,1.5,1.75
10000865,2.8,2.33,1.25,2.5,2.5,3,2.33,2.25
10000866,2.8,2.67,1.25,1.5,1.75,2,3,2.25
10000867,3.6,3.33,1.25,1,3.75,3.2,1.33,1.25
10000868,3,4,1.5,2,4,4,1.17,1
10000869,1.6,2.67,2.25,3, , , , 
10000870, , , , , , , , 
10000871,2.6,4,1,1.5,3.75,2.8,1.83,1.25
10000872,2.8,1.67,2,2, , ,1.5,4
10000873, , , , , , , , 
10000874,3.4,3.67,1.25,1.5,3.67,3.6,1.17,1
10000875,3.2,4,1,2.5,3.5,3.5,1.17,1.25
10000876, , , , , , , , 
10000877, , , , ,3.5,3,1.67,2
10000878, , , , ,3.33,3.2,1.17,1.67
10000879,2.8,3,1.75,1.5, , , , 
10000880,2.8,4,1.5,1.5, , , , 
10000881, , , , , , , , 
10000882,3.2,4,1.25,2,2.5,3.6,1.5,1.75
10000883,3.4,3.67,1.5,2,3.5,3,1.17,1.25
10000884, , , , ,3.25,3,1.67,1.25
10000885,2.2,4,1.75,1, , , , 
10000886,3.4,3.67,1,1.5,3.5,3.4,1.17,1.25
10000887, , , , , , , , 
10000888,2.4,4,1.5,2,3,3,2.17,2
10000889, , , , , , , , 
10000890,2.4,2.67,1.75,3,4,3.4,2,3.75
10000891, , , , , , , , 
10000892,2.6,3.33,1.25,3, , , , 
10000893,3.6,3.67,1.75,2,2.5,2.4,2.67,1.5
10000894,3,3.33,1,1.5,3.75,2.8,1.5,1.25
10000895, , , , , , , , 
10000896, , , , , , , , 
10000897,3.4,2,1.5,2.5,3.5,3,1,2.25
10000898,3.2,3.67,1,1,2,2.2,3.5,2
10000899, , , , , , , , 
10000900,3.8,2.33,1.25,1, , , , 
10000901, , , , ,3.5,3,1,1.25
10000902,4,3.67,1,1.5,3.5,3.6,1.17,2
10000903, , , , ,3, ,1.4,1.25
10000904,2.8,2.67,1.5,1.5, , , , 
10000905,2.4,2,3,3, , , , 
10000906,2.8,3.67,1.75,2.5,3.5,2.8,1.17,2.25
10000907,3.2,3.33,1.5,3,3,2.8,1.5,2.25
10000908,3,4,1.5,2, , , , 
10000909,2.8,3.67,1.25,1.5,4,4,1,1.25
10000910,2.8,3.33,1.67, ,4,4,1,1.25
10000911,3,4,1.75,1.5,2.5,2.2,2.17,2
10000912,2.4,3,2,2.5, , , , 
10000913,3,4,1.5,2,3.5,2.6,1.5,1.25
10000914,3.2,4,1,1.5,2.75,2.4,2.5,1
10000915,3.2,4,1.25,2,3,3,1.83,2
10000916,1,2.33,1.25,3,1.75,2,3.83,1.75
10000917,2.8,4,1,1, ,3,2.5,1.25
10000918,2.8,3,1.5,2,2,2,2.17,1.75
10000919, , , , ,3.75,3.6,1.33,1.25
10000920,3.4,4,1.5,2,3.75,3.8,1.5,1.25
10000921, , , , , , , , 
10000922, , , , ,3.25,2.2,1.17,2
10000923,3.6,4,1,1.5,4,4,1,1
10000924, , , , , , , , 
10000925,2.8,3.33,1.75,2,3.75,3.4,1.67,2.5
10000926,3,3,2,1,2.25,2.4,2,1
10000927, , , , ,2.5,2.8,2.17,1.25
10000928,3.2,3.67,1.5,1,3.75,3.2,1.33,1.75
10000929,3.2,3.33,1.5,2,4,4,1.17,1.25
10000930, , , , ,3.33,3.2,1.5,1
10000931,2.8,3,1.25,3.5, , , , 
10000932, , , , , , , , 
10000933, , , , ,3.33,2.4,1.17, 
10000934, , , , ,4,3.4,1.5,1
10000935, , , , ,2.75,3,1.83,1
10000936,2.2,3.33,2,2.5,2.5,2.4,2.5,1.75
10000937,3.4,3.33,1.5,2.5, , , , 
10000938,3.8,4,1.5,2,2.75,2.2,2,2
10000939,3,3.67,1.25,2,3.75,3.2,1,1.25
10000940, , , , , , , , 
10000941,3.2,4,1.25,2,4,3.8,2,1.75
10000942,2.8,4,1.25,1.5,3.25,2.6,1.83,1
10000943,2,2.67,1.75,3, , , , 
10000944, , , , ,2.33,2.6,1.8,1.5
10000945,3.4,3,2,3,3.75,3.6,2.17,1.25
10000946, , , , ,2.5,3.2,2.17,1.75
10000947,3,2.33,1.25,2,3.75,3.6,1.83,1.25
10000948,3.4,3.33,2,2,2,2.2,2.17,2
10000949, , , , ,4,3.6,1,2.25
10000950,2.8,2.67,1.75,2,2,1.6,3,2.5
10000951,3.2,3.67,1,1.5,3.67,3.6,1.5,1.25
10000952,2.8,2.33,1.5,2, , , , 
10000953,2.2,4,1.75,2,2,1.8,2.33,1.75
10000954,3.8,2.67,2.75,1.5,3.25,3,2,2
10000955,2.8,3.33,1.5,2,2.75,2.8,1.83,2.5
10000956, , , , , , , , 
10000957, , , , ,3.75,3.8,1,1
10000958,3,3.67,1.5,1.5,3.25,3.4,1.67,1.25
10000959,3,4,1.5,2,4,4,1.17,1
10000960, , , , ,2.75,2.8,2.17,1
10000961, , , , ,3.33,3.75,1, 
10000962,3.6,4,1,1.5,3.5,3.6,1.17,1
10000963,1.8,3.67,1.75,2.5,3.5,3.8,1.17,1.25
10000964, , , , , , , , 
10000965, , , , ,4,4,1.5,1
10000966,2.8,4,2,2,4,4,1.17,1.5
10000967,3.2,3.67,1,2,4,3.6,1,2
10000968, , , , ,3.75,3.6,1.83,1.25
10000969,2.8,2.67,1.25,1.5,3.5,3.2,1.33,1.5
10000970,3.4,3.33,1,2,2.75,3,2.67,1
10000971,2,2.67,2,2,2.75,2.8,2.83,1
10000972,3.2,3,1,1, , , , 
10000973,2.6,3,1.5,1,3.5,3.8,2.33,1.25
10000974, , , , , , , , 
10000975, , , , ,3.75,4,1.5,2
10000976,2.8,2.33,2,2,3,3,1.5,1.25
10000977, , , , ,2,2.2,2.67,1
10000978,3.2,4,1.75,1,3.75,4,1.5,2
10000979,3.6,3,1,2, , , , 
10000980,3.2,3.33,1.5,1.5,4,4,1.17,1.25
10000981, , , , , , , , 
10000982,3.4,3.33,1.75,2,3.75,3.8,1.67,2
10000983, , , , ,3.5,3.6,1,1.5
10000984,3,4,1.75,2,2.5,2.8,2.17,2
10000985,3.2,3.33,1.25,1,3.75,4,1,1.5
10000986, , , , ,3.67,3.8,1.33,1.25
10000987,3.8,4,1,1,2.5,2.4,2,1.75
10000988,3.6,4,1.25,2,3.5,3.6,1.67,1.25
10000989,3,3.33,1.25,2,3.75,3.2,1,2
10000990, , , , ,4,4,1,1
10000991, , , , , , , , 
10000992,2.6,3.67,1,3,2.75,2.4,2.17,1.25
10000993, , , , , ,3,1.17,1
10000994,3,3.33,1.25,2,4,3.6,1,2
10000995,2.8,2.67,1.5,2.5,3.25,3.4,1,2
10000996, , , , ,2,2.2,3,1.25
10000997, , , , , , , , 
10000998,2.6,3.33,1.75,2, , , , 
10000999,3.4,3.67,1.25,2,3.75,3.6,1.17,1.25
10001000,2.6,4,1.25,2,4,4,1,1
10001001, , , , , , , , 
10001002,3.2,3,2,1.5,2.25,3,1.5,1.75
10001003,2.8,4,1.25,2, , , , 
10001004, , , , , , , , 
10001005, , , , ,3.5,4,1.67,1.75
10001006,3,3.33,1.5,1.5,4,4,1,1
10001007, , , , , , , , 
10001008,3,3,1.5,2,4,4,1.83,2.25
10001009,3.8,4,1.25,1.5, , , , 
10001010,3.6,4,1,2,3.25,3.8,2.17,1.5
10001011,2.8,3.33,1.5,2,3.75,3, ,2
10001012,3,3,1.25,1.5,3.75,2.6,1.5,1
10001013,3,3.33,1,2,2.75,2.6,1.5,2.25
10001014, , , , ,2.5,2.4,2.33,2
10001015, , , , ,2.25,2.2,2.83,3
10001016,2.6,4,1,3.5,2.75,1.8,1.67,2.5
10001017,2.2,4,1.25,3,4,4,1,1
10001018,4,4,1.5,1.5,4,4,1.17,1.25
10001019, , , , , , , , 
10001020,3.2,4,1.75,2, , , , 
10001021,3,3.67,1.25,2,3,3.4,2,1.25
10001022, , , , , , , , 
10001023, , , , ,3.75,3,1.5,1.5
10001024, , , , , , , , 
10001025, , , , ,3,3,1.33,1.5
10001026, , , , , , , , 
10001027,2.8,3,1.5,2.5, , , , 
10001028,3.2,4,1.25,2, , , , 
10001029, , , , , , , , 
10001030,3.2,4,1.5,2,2.75,3,1.17,1.25
10001031,3.2,4,1.5,1.5,4,4,1,1
10001032,3,4,1.25,1.5,4,4,1,1
10001033, , , , ,4,3.8,1,1
10001034, , , , , , , , 
10001035,3.2,3.67,1.25,2.5,2,2,2.33,1.5
10001036, , , , ,2,2,3.33,2.25
10001037, , , , , , , , 
10001038,2.6,2.33,1.5,2,2.5,3.6,1,1.5
10001039,2.8,3.33,2.5,2,3,3.2, , 
10001040,3,3.33,1.5,1.5,2.75,2.6,1.67,1
10001041, , , , , , , , 
10001042,3.4,3,1.5,1,3.25,3,1.67,1.25
10001043,1.8,3,2.5,3,2.25,2.6,2,2
10001044,3,3,2.5,3,2.5,2.8,2.17,1.5
10001045,2.8,3,1.5,2.5, , , , 
10001046,3.4,4,1.25,2,3.75,3.4,1.5,1
10001047, , , , , , , , 
10001048,3.4,3.67,1.5,1.5,3.75,3.6,1.17,1.25
10001049, , , , ,3,2.4,1.5,2
10001050,3.4,3.67,1.25,1,1.75,2,3.17,3.5
10001051, , , , ,3,2.6,1.83,1.25
10001052,3,3.33,1.5,2, , , , 
10001053, , , , ,2.5,3.2,2.17,1.25
10001054,2.6,4,1.5,2,3.75,3.2,1.5,1.5
10001055, , , , ,3.75,3.8,1.17,2
10001056,2.8,3.67,1.5,1,4,3.8,1,1
10001057, , , , ,3,2.4,1,1.25
10001058,3,3.33,1,1.5, , , , 
10001059,2.8,4,1.75,1.5,3.67,3.4,1,2
10001060,3.2,4,1,1.5,3.5,3.6,1.33,1.5
10001061,3,3.67,1.5,2,2.5,2,3.17,1.5
10001062, , , , , , , , 
10001063, , , , , , , , 
10001064, , , , , , , , 
10001065,3.4,3,1.25,2,3,2.6,2,1.25
10001066, , , , ,3.25,3.4,2,2
10001067, , , , , , , , 
10001068, , , , , , , , 
10001069, , , , , , , , 
10001070,3.2,3.33,1.5,1.5,3.25,3.4,2,1.75
10001071,3.2,2.67,1.67, ,2.75,2.25,2.67,1.25
10001072,3.4,3,1.5,1.5, , , , 
10001073,3.2,3,1.5,2.5,2.5,2.4,2.5,2
10001074,3,4,1.5,1,4,4,1.17,1
10001075,2.2,3.67,2,3,3.25,3.4,2.33,2.25
10001076,3.4,3,1.5,1.5,3.75,3.6,1.17,1.75
10001077,3,3.33,1,2,3,3.2,2,1.75
10001078, , , , ,4,3.8,1.2,1.5
10001079,2.6,3,1.5,2.5,2.5,2.6,2.67,1
10001080, , , , , , , , 
10001081,2.6,4,1,1.5,3.5,3.8,1.17,1
10001082, , , , , , , , 
10001083,3.4,3.33,1,2,3,2.6,1.67,1.75
10001084, , , , , , , , 
10001085, , , , ,3.5,3.4,1.17,1.25
10001086,3,3,1.5,1.5,2.75,2.6,1.67,1.25
10001087,2.6,2.67,1.25,2,2.5,2.8,2.33,2.25
10001088, , , , ,2.75,2.4,3.5,1.5
10001089, , , , ,4,4,1,1.25
